value,count,prop,class,col
2,130508,58.69,Trees,darkgreen
11,55685,25.04,Rangeland,green
4,21054,9.47,Flooded vegetation,lightgreen
5,6890,3.1,Crops,yellow
1,6395,2.88,Water,blue
7,1313,0.59,Built Area,red
8,532,0.24,Bare ground,burlywood
