value,count,prop,class,col
2,497740,53.11,Trees,darkgreen
1,302529,32.28,Water,blue
11,119529,12.76,Rangeland,green
4,15282,1.63,Flooded vegetation,lightgreen
9,1085,0.12,Snow/Ice,black
7,520,0.06,Built Area,red
8,429,0.05,Bare ground,burlywood
