value,count,prop,class,col
2,242397,43.32,Trees,darkgreen
8,167123,29.87,Bare ground,burlywood
11,88310,15.78,Rangeland,green
9,41436,7.41,Snow/Ice,black
1,20188,3.61,Water,blue
7,68,0.01,Built Area,red
5,4,0,Crops,yellow
