value,count,prop,class,col
2,386506,66.38,Trees,darkgreen
1,154274,26.49,Water,blue
11,39987,6.87,Rangeland,green
4,1506,0.26,Flooded vegetation,lightgreen
8,4,0,Bare ground,burlywood
9,4,0,Snow/Ice,black
