NHN_TWS,Scientific_name,Common_name,Species_origin
02FB,Cottus ricei,Spoonhead Sculpin,native
02FC,Cottus ricei,Spoonhead Sculpin,native
02FD,Cottus ricei,Spoonhead Sculpin,native
02FE,Cottus ricei,Spoonhead Sculpin,native
02FF,Cottus ricei,Spoonhead Sculpin,native
02GA,Cottus ricei,Spoonhead Sculpin,native
02GB,Cottus ricei,Spoonhead Sculpin,native
02GC,Cottus ricei,Spoonhead Sculpin,native
02GD,Cottus ricei,Spoonhead Sculpin,native
02GE,Cottus ricei,Spoonhead Sculpin,native
02GF,Cottus ricei,Spoonhead Sculpin,native
02GG,Cottus ricei,Spoonhead Sculpin,native
02GH,Cottus ricei,Spoonhead Sculpin,native
02HA,Cottus ricei,Spoonhead Sculpin,native
02HB,Cottus ricei,Spoonhead Sculpin,native
02HC,Cottus ricei,Spoonhead Sculpin,native
02HD,Cottus ricei,Spoonhead Sculpin,native
02HE,Cottus ricei,Spoonhead Sculpin,native
02HF,Cottus ricei,Spoonhead Sculpin,native
02HG,Cottus ricei,Spoonhead Sculpin,native
02HH,Cottus ricei,Spoonhead Sculpin,native
02HJ,Cottus ricei,Spoonhead Sculpin,native
02HK,Cottus ricei,Spoonhead Sculpin,native
02HL,Cottus ricei,Spoonhead Sculpin,native
02HM,Cottus ricei,Spoonhead Sculpin,native
02JA,Cottus ricei,Spoonhead Sculpin,native
02JB,Cottus ricei,Spoonhead Sculpin,native
02JC,Cottus ricei,Spoonhead Sculpin,native
02JD,Cottus ricei,Spoonhead Sculpin,native
02JE,Cottus ricei,Spoonhead Sculpin,native
02KA,Cottus ricei,Spoonhead Sculpin,native
02KB,Cottus ricei,Spoonhead Sculpin,native
02KC,Cottus ricei,Spoonhead Sculpin,native
02KD,Cottus ricei,Spoonhead Sculpin,native
02KE,Cottus ricei,Spoonhead Sculpin,native
02KF,Cottus ricei,Spoonhead Sculpin,native
02KG,Cottus ricei,Spoonhead Sculpin,native
02KH,Cottus ricei,Spoonhead Sculpin,native
02KJ,Cottus ricei,Spoonhead Sculpin,native
02LA,Cottus ricei,Spoonhead Sculpin,native
02LC,Cottus ricei,Spoonhead Sculpin,native
02LD,Cottus ricei,Spoonhead Sculpin,native
02LE,Cottus ricei,Spoonhead Sculpin,native
02LF,Cottus ricei,Spoonhead Sculpin,native
02LG,Cottus ricei,Spoonhead Sculpin,native
02LH,Cottus ricei,Spoonhead Sculpin,native
02MA,Cottus ricei,Spoonhead Sculpin,native
02MB,Cottus ricei,Spoonhead Sculpin,native
02NA,Cottus ricei,Spoonhead Sculpin,native
02NB,Cottus ricei,Spoonhead Sculpin,native
02NC,Cottus ricei,Spoonhead Sculpin,native
02ND,Cottus ricei,Spoonhead Sculpin,native
02NE,Cottus ricei,Spoonhead Sculpin,native
02NF,Cottus ricei,Spoonhead Sculpin,native
02NG,Cottus ricei,Spoonhead Sculpin,native
02OB,Cottus ricei,Spoonhead Sculpin,native
02OC,Cottus ricei,Spoonhead Sculpin,native
02OD,Cottus ricei,Spoonhead Sculpin,native
02OE,Cottus ricei,Spoonhead Sculpin,native
02PA,Cottus ricei,Spoonhead Sculpin,native
02PB,Cottus ricei,Spoonhead Sculpin,native
02PC,Cottus ricei,Spoonhead Sculpin,native
02PD,Cottus ricei,Spoonhead Sculpin,native
02PE,Cottus ricei,Spoonhead Sculpin,native
02PH,Cottus ricei,Spoonhead Sculpin,native
02PJ,Cottus ricei,Spoonhead Sculpin,native
02PK,Cottus ricei,Spoonhead Sculpin,native
02PL,Cottus ricei,Spoonhead Sculpin,native
02RF,Cottus ricei,Spoonhead Sculpin,native
03AA,Cottus ricei,Spoonhead Sculpin,native
03AB,Cottus ricei,Spoonhead Sculpin,native
03AC,Cottus ricei,Spoonhead Sculpin,native
03AD,Cottus ricei,Spoonhead Sculpin,native
03BA,Cottus ricei,Spoonhead Sculpin,native
03BD,Cottus ricei,Spoonhead Sculpin,native
04AA,Cottus ricei,Spoonhead Sculpin,native
04AB,Cottus ricei,Spoonhead Sculpin,native
04AC,Cottus ricei,Spoonhead Sculpin,native
04AD,Cottus ricei,Spoonhead Sculpin,native
04AE,Cottus ricei,Spoonhead Sculpin,native
04AF,Cottus ricei,Spoonhead Sculpin,native
04BA,Cottus ricei,Spoonhead Sculpin,native
04BB,Cottus ricei,Spoonhead Sculpin,native
04BC,Cottus ricei,Spoonhead Sculpin,native
04CA,Cottus ricei,Spoonhead Sculpin,native
04CB,Cottus ricei,Spoonhead Sculpin,native
04CC,Cottus ricei,Spoonhead Sculpin,native
04CD,Cottus ricei,Spoonhead Sculpin,native
04CE,Cottus ricei,Spoonhead Sculpin,native
04CF,Cottus ricei,Spoonhead Sculpin,native
04DA,Cottus ricei,Spoonhead Sculpin,native
04DB,Cottus ricei,Spoonhead Sculpin,native
04DC,Cottus ricei,Spoonhead Sculpin,native
04DD,Cottus ricei,Spoonhead Sculpin,native
04EA,Cottus ricei,Spoonhead Sculpin,native
04EB,Cottus ricei,Spoonhead Sculpin,native
04EC,Cottus ricei,Spoonhead Sculpin,native
04ED,Cottus ricei,Spoonhead Sculpin,native
04FA,Cottus ricei,Spoonhead Sculpin,native
04FB,Cottus ricei,Spoonhead Sculpin,native
04FC,Cottus ricei,Spoonhead Sculpin,native
04GA,Cottus ricei,Spoonhead Sculpin,native
04GB,Cottus ricei,Spoonhead Sculpin,native
04GC,Cottus ricei,Spoonhead Sculpin,native
04GD,Cottus ricei,Spoonhead Sculpin,native
04GE,Cottus ricei,Spoonhead Sculpin,native
04GF,Cottus ricei,Spoonhead Sculpin,native
04HA,Cottus ricei,Spoonhead Sculpin,native
04HB,Cottus ricei,Spoonhead Sculpin,native
04HC,Cottus ricei,Spoonhead Sculpin,native
04HD,Cottus ricei,Spoonhead Sculpin,native
04JA,Cottus ricei,Spoonhead Sculpin,native
04JB,Cottus ricei,Spoonhead Sculpin,native
04JC,Cottus ricei,Spoonhead Sculpin,native
04JD,Cottus ricei,Spoonhead Sculpin,native
04JE,Cottus ricei,Spoonhead Sculpin,native
04JF,Cottus ricei,Spoonhead Sculpin,native
04JG,Cottus ricei,Spoonhead Sculpin,native
04KA,Cottus ricei,Spoonhead Sculpin,native
04KB,Cottus ricei,Spoonhead Sculpin,native
04LA,Cottus ricei,Spoonhead Sculpin,native
04LB,Cottus ricei,Spoonhead Sculpin,native
04LC,Cottus ricei,Spoonhead Sculpin,native
04LD,Cottus ricei,Spoonhead Sculpin,native
04LE,Cottus ricei,Spoonhead Sculpin,native
04LF,Cottus ricei,Spoonhead Sculpin,native
04LG,Cottus ricei,Spoonhead Sculpin,native
04LH,Cottus ricei,Spoonhead Sculpin,native
04LJ,Cottus ricei,Spoonhead Sculpin,native
04LK,Cottus ricei,Spoonhead Sculpin,native
04LL,Cottus ricei,Spoonhead Sculpin,native
04LM,Cottus ricei,Spoonhead Sculpin,native
04MA,Cottus ricei,Spoonhead Sculpin,native
04MB,Cottus ricei,Spoonhead Sculpin,native
04MC,Cottus ricei,Spoonhead Sculpin,native
04MD,Cottus ricei,Spoonhead Sculpin,native
04ME,Cottus ricei,Spoonhead Sculpin,native
04NA,Cottus ricei,Spoonhead Sculpin,native
04NB,Cottus ricei,Spoonhead Sculpin,native
04NC,Cottus ricei,Spoonhead Sculpin,native
501,Cottus ricei,Spoonhead Sculpin,native
05AA,Cottus ricei,Spoonhead Sculpin,native
05AB,Cottus ricei,Spoonhead Sculpin,native
05AC,Cottus ricei,Spoonhead Sculpin,native
05AD,Cottus ricei,Spoonhead Sculpin,native
05AG,Cottus ricei,Spoonhead Sculpin,native
05AJ,Cottus ricei,Spoonhead Sculpin,native
05AK,Cottus ricei,Spoonhead Sculpin,native
05BE,Cottus ricei,Spoonhead Sculpin,native
05BG,Cottus ricei,Spoonhead Sculpin,native
05BH,Cottus ricei,Spoonhead Sculpin,native
05BJ,Cottus ricei,Spoonhead Sculpin,native
05BK,Cottus ricei,Spoonhead Sculpin,native
05BL,Cottus ricei,Spoonhead Sculpin,native
05BM,Cottus ricei,Spoonhead Sculpin,native
05BN,Cottus ricei,Spoonhead Sculpin,native
05CA,Cottus ricei,Spoonhead Sculpin,native
05CB,Cottus ricei,Spoonhead Sculpin,native
05CC,Cottus ricei,Spoonhead Sculpin,native
05CD,Cottus ricei,Spoonhead Sculpin,native
05CE,Cottus ricei,Spoonhead Sculpin,native
05CF,Cottus ricei,Spoonhead Sculpin,native
05CG,Cottus ricei,Spoonhead Sculpin,native
05CH,Cottus ricei,Spoonhead Sculpin,native
05CJ,Cottus ricei,Spoonhead Sculpin,native
05CK,Cottus ricei,Spoonhead Sculpin,native
05DA,Cottus ricei,Spoonhead Sculpin,native
05DB,Cottus ricei,Spoonhead Sculpin,native
05DC,Cottus ricei,Spoonhead Sculpin,native
05DD,Cottus ricei,Spoonhead Sculpin,native
05DE,Cottus ricei,Spoonhead Sculpin,native
05DF,Cottus ricei,Spoonhead Sculpin,native
05EA,Cottus ricei,Spoonhead Sculpin,native
05EB,Cottus ricei,Spoonhead Sculpin,native
05EC,Cottus ricei,Spoonhead Sculpin,native
05ED,Cottus ricei,Spoonhead Sculpin,native
05EE,Cottus ricei,Spoonhead Sculpin,native
05EF,Cottus ricei,Spoonhead Sculpin,native
05EG,Cottus ricei,Spoonhead Sculpin,native
05FA,Cottus ricei,Spoonhead Sculpin,native
05FB,Cottus ricei,Spoonhead Sculpin,native
05FC,Cottus ricei,Spoonhead Sculpin,native
05FD,Cottus ricei,Spoonhead Sculpin,native
05FE,Cottus ricei,Spoonhead Sculpin,native
05FF,Cottus ricei,Spoonhead Sculpin,native
05GA,Cottus ricei,Spoonhead Sculpin,native
05GB,Cottus ricei,Spoonhead Sculpin,native
05GC,Cottus ricei,Spoonhead Sculpin,native
05GD,Cottus ricei,Spoonhead Sculpin,native
05GE,Cottus ricei,Spoonhead Sculpin,native
05GF,Cottus ricei,Spoonhead Sculpin,native
05GG,Cottus ricei,Spoonhead Sculpin,native
05HB,Cottus ricei,Spoonhead Sculpin,native
05HC,Cottus ricei,Spoonhead Sculpin,native
05HF,Cottus ricei,Spoonhead Sculpin,native
05HG,Cottus ricei,Spoonhead Sculpin,native
05HH,Cottus ricei,Spoonhead Sculpin,native
05JH,Cottus ricei,Spoonhead Sculpin,native
05K0,Cottus ricei,Spoonhead Sculpin,native
05K1,Cottus ricei,Spoonhead Sculpin,native
05KA,Cottus ricei,Spoonhead Sculpin,native
05KB,Cottus ricei,Spoonhead Sculpin,native
05KC,Cottus ricei,Spoonhead Sculpin,native
05KD,Cottus ricei,Spoonhead Sculpin,native
05KE,Cottus ricei,Spoonhead Sculpin,native
05KF,Cottus ricei,Spoonhead Sculpin,native
05KG,Cottus ricei,Spoonhead Sculpin,native
05KH,Cottus ricei,Spoonhead Sculpin,native
05KJ,Cottus ricei,Spoonhead Sculpin,native
05KK,Cottus ricei,Spoonhead Sculpin,native
05KL,Cottus ricei,Spoonhead Sculpin,native
05L0,Cottus ricei,Spoonhead Sculpin,native
05L1,Cottus ricei,Spoonhead Sculpin,native
05LB,Cottus ricei,Spoonhead Sculpin,native
05LC,Cottus ricei,Spoonhead Sculpin,native
05LD,Cottus ricei,Spoonhead Sculpin,native
05LE,Cottus ricei,Spoonhead Sculpin,native
05LF,Cottus ricei,Spoonhead Sculpin,native
05LG,Cottus ricei,Spoonhead Sculpin,native
05LH,Cottus ricei,Spoonhead Sculpin,native
05LJ,Cottus ricei,Spoonhead Sculpin,native
05LK,Cottus ricei,Spoonhead Sculpin,native
05LM,Cottus ricei,Spoonhead Sculpin,native
05PA,Cottus ricei,Spoonhead Sculpin,native
05PB,Cottus ricei,Spoonhead Sculpin,native
05PC,Cottus ricei,Spoonhead Sculpin,native
05PD,Cottus ricei,Spoonhead Sculpin,native
05PE,Cottus ricei,Spoonhead Sculpin,native
05PF,Cottus ricei,Spoonhead Sculpin,native
05PG,Cottus ricei,Spoonhead Sculpin,native
05PJ,Cottus ricei,Spoonhead Sculpin,native
05QA,Cottus ricei,Spoonhead Sculpin,native
05QB,Cottus ricei,Spoonhead Sculpin,native
05QC,Cottus ricei,Spoonhead Sculpin,native
05QD,Cottus ricei,Spoonhead Sculpin,native
05QE,Cottus ricei,Spoonhead Sculpin,native
05RA,Cottus ricei,Spoonhead Sculpin,native
05RB,Cottus ricei,Spoonhead Sculpin,native
05RC,Cottus ricei,Spoonhead Sculpin,native
05RD,Cottus ricei,Spoonhead Sculpin,native
05RE,Cottus ricei,Spoonhead Sculpin,native
05RF,Cottus ricei,Spoonhead Sculpin,native
05SB,Cottus ricei,Spoonhead Sculpin,native
05SC,Cottus ricei,Spoonhead Sculpin,native
05SD,Cottus ricei,Spoonhead Sculpin,native
05SE,Cottus ricei,Spoonhead Sculpin,native
05SF,Cottus ricei,Spoonhead Sculpin,native
05SG,Cottus ricei,Spoonhead Sculpin,native
05SH,Cottus ricei,Spoonhead Sculpin,native
05TA,Cottus ricei,Spoonhead Sculpin,native
05TB,Cottus ricei,Spoonhead Sculpin,native
05TC,Cottus ricei,Spoonhead Sculpin,native
05TD,Cottus ricei,Spoonhead Sculpin,native
05TE,Cottus ricei,Spoonhead Sculpin,native
05TF,Cottus ricei,Spoonhead Sculpin,native
05TG,Cottus ricei,Spoonhead Sculpin,native
05UA,Cottus ricei,Spoonhead Sculpin,native
05UB,Cottus ricei,Spoonhead Sculpin,native
05UC,Cottus ricei,Spoonhead Sculpin,native
05UD,Cottus ricei,Spoonhead Sculpin,native
05UE,Cottus ricei,Spoonhead Sculpin,native
06AA,Cottus ricei,Spoonhead Sculpin,native
06AB,Cottus ricei,Spoonhead Sculpin,native
06AC,Cottus ricei,Spoonhead Sculpin,native
06AD,Cottus ricei,Spoonhead Sculpin,native
06AE,Cottus ricei,Spoonhead Sculpin,native
06AF,Cottus ricei,Spoonhead Sculpin,native
06AG,Cottus ricei,Spoonhead Sculpin,native
06BA,Cottus ricei,Spoonhead Sculpin,native
06BB,Cottus ricei,Spoonhead Sculpin,native
06BC,Cottus ricei,Spoonhead Sculpin,native
06BD,Cottus ricei,Spoonhead Sculpin,native
06CA,Cottus ricei,Spoonhead Sculpin,native
06CB,Cottus ricei,Spoonhead Sculpin,native
06CC,Cottus ricei,Spoonhead Sculpin,native
06CD,Cottus ricei,Spoonhead Sculpin,native
06CE,Cottus ricei,Spoonhead Sculpin,native
06DA,Cottus ricei,Spoonhead Sculpin,native
06DB,Cottus ricei,Spoonhead Sculpin,native
06DC,Cottus ricei,Spoonhead Sculpin,native
06DD,Cottus ricei,Spoonhead Sculpin,native
06EA,Cottus ricei,Spoonhead Sculpin,native
06EB,Cottus ricei,Spoonhead Sculpin,native
06EC,Cottus ricei,Spoonhead Sculpin,native
06JA,Cottus ricei,Spoonhead Sculpin,native
06JB,Cottus ricei,Spoonhead Sculpin,native
06JC,Cottus ricei,Spoonhead Sculpin,native
06JD,Cottus ricei,Spoonhead Sculpin,native
06KA,Cottus ricei,Spoonhead Sculpin,native
06KB,Cottus ricei,Spoonhead Sculpin,native
06KC,Cottus ricei,Spoonhead Sculpin,native
06PA,Cottus ricei,Spoonhead Sculpin,native
701,Cottus ricei,Spoonhead Sculpin,native
710,Cottus ricei,Spoonhead Sculpin,native
07AA,Cottus ricei,Spoonhead Sculpin,native
07AB,Cottus ricei,Spoonhead Sculpin,native
07AC,Cottus ricei,Spoonhead Sculpin,native
07AD,Cottus ricei,Spoonhead Sculpin,native
07AE,Cottus ricei,Spoonhead Sculpin,native
07AF,Cottus ricei,Spoonhead Sculpin,native
07AG,Cottus ricei,Spoonhead Sculpin,native
07AH,Cottus ricei,Spoonhead Sculpin,native
07B0,Cottus ricei,Spoonhead Sculpin,native
07BA,Cottus ricei,Spoonhead Sculpin,native
07BB,Cottus ricei,Spoonhead Sculpin,native
07BC,Cottus ricei,Spoonhead Sculpin,native
07BD,Cottus ricei,Spoonhead Sculpin,native
07BE,Cottus ricei,Spoonhead Sculpin,native
07BF,Cottus ricei,Spoonhead Sculpin,native
07BG,Cottus ricei,Spoonhead Sculpin,native
07BH,Cottus ricei,Spoonhead Sculpin,native
07BJ,Cottus ricei,Spoonhead Sculpin,native
07BK,Cottus ricei,Spoonhead Sculpin,native
07CA,Cottus ricei,Spoonhead Sculpin,native
07CB,Cottus ricei,Spoonhead Sculpin,native
07CC,Cottus ricei,Spoonhead Sculpin,native
07CD,Cottus ricei,Spoonhead Sculpin,native
07CE,Cottus ricei,Spoonhead Sculpin,native
07DA,Cottus ricei,Spoonhead Sculpin,native
07DB,Cottus ricei,Spoonhead Sculpin,native
07DC,Cottus ricei,Spoonhead Sculpin,native
07DD,Cottus ricei,Spoonhead Sculpin,native
07FA,Cottus ricei,Spoonhead Sculpin,native
07FB,Cottus ricei,Spoonhead Sculpin,native
07FC,Cottus ricei,Spoonhead Sculpin,native
07FD,Cottus ricei,Spoonhead Sculpin,native
07GA,Cottus ricei,Spoonhead Sculpin,native
07GB,Cottus ricei,Spoonhead Sculpin,native
07GC,Cottus ricei,Spoonhead Sculpin,native
07GD,Cottus ricei,Spoonhead Sculpin,native
07GE,Cottus ricei,Spoonhead Sculpin,native
07GF,Cottus ricei,Spoonhead Sculpin,native
07GG,Cottus ricei,Spoonhead Sculpin,native
07GH,Cottus ricei,Spoonhead Sculpin,native
07GJ,Cottus ricei,Spoonhead Sculpin,native
07HA,Cottus ricei,Spoonhead Sculpin,native
07HB,Cottus ricei,Spoonhead Sculpin,native
07HC,Cottus ricei,Spoonhead Sculpin,native
07HD,Cottus ricei,Spoonhead Sculpin,native
07HE,Cottus ricei,Spoonhead Sculpin,native
07HF,Cottus ricei,Spoonhead Sculpin,native
07JA,Cottus ricei,Spoonhead Sculpin,native
07JB,Cottus ricei,Spoonhead Sculpin,native
07JC,Cottus ricei,Spoonhead Sculpin,native
07JD,Cottus ricei,Spoonhead Sculpin,native
07JE,Cottus ricei,Spoonhead Sculpin,native
07JF,Cottus ricei,Spoonhead Sculpin,native
07KA,Cottus ricei,Spoonhead Sculpin,native
07KB,Cottus ricei,Spoonhead Sculpin,native
07KC,Cottus ricei,Spoonhead Sculpin,native
07KD,Cottus ricei,Spoonhead Sculpin,native
07KE,Cottus ricei,Spoonhead Sculpin,native
07KF,Cottus ricei,Spoonhead Sculpin,native
07LA,Cottus ricei,Spoonhead Sculpin,native
07LB,Cottus ricei,Spoonhead Sculpin,native
07LC,Cottus ricei,Spoonhead Sculpin,native
07LD,Cottus ricei,Spoonhead Sculpin,native
07LE,Cottus ricei,Spoonhead Sculpin,native
07MA,Cottus ricei,Spoonhead Sculpin,native
07MB,Cottus ricei,Spoonhead Sculpin,native
07MC,Cottus ricei,Spoonhead Sculpin,native
07MD,Cottus ricei,Spoonhead Sculpin,native
07NA,Cottus ricei,Spoonhead Sculpin,native
07NB,Cottus ricei,Spoonhead Sculpin,native
07NC,Cottus ricei,Spoonhead Sculpin,native
07OA,Cottus ricei,Spoonhead Sculpin,native
07OB,Cottus ricei,Spoonhead Sculpin,native
07OC,Cottus ricei,Spoonhead Sculpin,native
07PA,Cottus ricei,Spoonhead Sculpin,native
07PB,Cottus ricei,Spoonhead Sculpin,native
07PC,Cottus ricei,Spoonhead Sculpin,native
07QA,Cottus ricei,Spoonhead Sculpin,native
07QB,Cottus ricei,Spoonhead Sculpin,native
07QC,Cottus ricei,Spoonhead Sculpin,native
07QD,Cottus ricei,Spoonhead Sculpin,native
07RA,Cottus ricei,Spoonhead Sculpin,native
07RB,Cottus ricei,Spoonhead Sculpin,native
07RC,Cottus ricei,Spoonhead Sculpin,native
07RD,Cottus ricei,Spoonhead Sculpin,native
07SB,Cottus ricei,Spoonhead Sculpin,native
07SC,Cottus ricei,Spoonhead Sculpin,native
07UA,Cottus ricei,Spoonhead Sculpin,native
07UB,Cottus ricei,Spoonhead Sculpin,native
07UC,Cottus ricei,Spoonhead Sculpin,native
1001,Cottus ricei,Spoonhead Sculpin,native
10BD,Cottus ricei,Spoonhead Sculpin,native
10CA,Cottus ricei,Spoonhead Sculpin,native
10CB,Cottus ricei,Spoonhead Sculpin,native
10CC,Cottus ricei,Spoonhead Sculpin,native
10CD,Cottus ricei,Spoonhead Sculpin,native
10CE,Cottus ricei,Spoonhead Sculpin,native
10CF,Cottus ricei,Spoonhead Sculpin,native
10DA,Cottus ricei,Spoonhead Sculpin,native
10DB,Cottus ricei,Spoonhead Sculpin,native
10EC,Cottus ricei,Spoonhead Sculpin,native
10ED,Cottus ricei,Spoonhead Sculpin,native
10FA,Cottus ricei,Spoonhead Sculpin,native
10FB,Cottus ricei,Spoonhead Sculpin,native
10FC,Cottus ricei,Spoonhead Sculpin,native
10GA,Cottus ricei,Spoonhead Sculpin,native
10GB,Cottus ricei,Spoonhead Sculpin,native
10GC,Cottus ricei,Spoonhead Sculpin,native
10GD,Cottus ricei,Spoonhead Sculpin,native
10HA,Cottus ricei,Spoonhead Sculpin,native
10HB,Cottus ricei,Spoonhead Sculpin,native
10HC,Cottus ricei,Spoonhead Sculpin,native
10JC,Cottus ricei,Spoonhead Sculpin,native
10KA,Cottus ricei,Spoonhead Sculpin,native
10KB,Cottus ricei,Spoonhead Sculpin,native
10KD,Cottus ricei,Spoonhead Sculpin,native
10LA,Cottus ricei,Spoonhead Sculpin,native
10LB,Cottus ricei,Spoonhead Sculpin,native
10LC,Cottus ricei,Spoonhead Sculpin,native
10LD,Cottus ricei,Spoonhead Sculpin,native
10MA,Cottus ricei,Spoonhead Sculpin,native
10MC,Cottus ricei,Spoonhead Sculpin,native
10ND,Cottus ricei,Spoonhead Sculpin,native
11AA,Cottus ricei,Spoonhead Sculpin,native
01AA,Couesius plumbeus,Lake Chub,native
01AB,Couesius plumbeus,Lake Chub,native
01AD,Couesius plumbeus,Lake Chub,native
01AF,Couesius plumbeus,Lake Chub,native
01AG,Couesius plumbeus,Lake Chub,native
01AH,Couesius plumbeus,Lake Chub,native
01AJ,Couesius plumbeus,Lake Chub,native
01AK,Couesius plumbeus,Lake Chub,native
01AL,Couesius plumbeus,Lake Chub,native
01AM,Couesius plumbeus,Lake Chub,native
01AN,Couesius plumbeus,Lake Chub,native
01AO,Couesius plumbeus,Lake Chub,native
01AP,Couesius plumbeus,Lake Chub,native
01AQ,Couesius plumbeus,Lake Chub,native
01AR,Couesius plumbeus,Lake Chub,native
01BA,Couesius plumbeus,Lake Chub,native
01BB,Couesius plumbeus,Lake Chub,native
01BC,Couesius plumbeus,Lake Chub,native
01BD,Couesius plumbeus,Lake Chub,native
01BE,Couesius plumbeus,Lake Chub,native
01BF,Couesius plumbeus,Lake Chub,native
01BG,Couesius plumbeus,Lake Chub,native
01BH,Couesius plumbeus,Lake Chub,native
01BJ,Couesius plumbeus,Lake Chub,native
01BK,Couesius plumbeus,Lake Chub,native
01BL,Couesius plumbeus,Lake Chub,native
01BM,Couesius plumbeus,Lake Chub,native
01BN,Couesius plumbeus,Lake Chub,native
01BO,Couesius plumbeus,Lake Chub,native
01BP,Couesius plumbeus,Lake Chub,native
01BQ,Couesius plumbeus,Lake Chub,native
01BR,Couesius plumbeus,Lake Chub,native
01BS,Couesius plumbeus,Lake Chub,native
01BT,Couesius plumbeus,Lake Chub,native
01BU,Couesius plumbeus,Lake Chub,native
01BV,Couesius plumbeus,Lake Chub,native
01DA,Couesius plumbeus,Lake Chub,native
01DB,Couesius plumbeus,Lake Chub,native
01DC,Couesius plumbeus,Lake Chub,native
01DD,Couesius plumbeus,Lake Chub,native
01DE,Couesius plumbeus,Lake Chub,native
01DF,Couesius plumbeus,Lake Chub,native
01DG,Couesius plumbeus,Lake Chub,native
01DH,Couesius plumbeus,Lake Chub,native
01DJ,Couesius plumbeus,Lake Chub,native
01DK,Couesius plumbeus,Lake Chub,native
01DL,Couesius plumbeus,Lake Chub,native
01DM,Couesius plumbeus,Lake Chub,native
01DN,Couesius plumbeus,Lake Chub,native
01DO,Couesius plumbeus,Lake Chub,native
01DP,Couesius plumbeus,Lake Chub,native
01DQ,Couesius plumbeus,Lake Chub,native
01DR,Couesius plumbeus,Lake Chub,native
01DS,Couesius plumbeus,Lake Chub,native
01EA,Couesius plumbeus,Lake Chub,native
01EB,Couesius plumbeus,Lake Chub,native
01EC,Couesius plumbeus,Lake Chub,native
01ED,Couesius plumbeus,Lake Chub,native
01EE,Couesius plumbeus,Lake Chub,native
01EF,Couesius plumbeus,Lake Chub,native
01EG,Couesius plumbeus,Lake Chub,native
01EH,Couesius plumbeus,Lake Chub,native
01EJ,Couesius plumbeus,Lake Chub,native
01EK,Couesius plumbeus,Lake Chub,native
01EL,Couesius plumbeus,Lake Chub,native
01EM,Couesius plumbeus,Lake Chub,native
01EN,Couesius plumbeus,Lake Chub,native
01EO,Couesius plumbeus,Lake Chub,native
01EP,Couesius plumbeus,Lake Chub,native
01EQ,Couesius plumbeus,Lake Chub,native
01ER,Couesius plumbeus,Lake Chub,native
01FA,Couesius plumbeus,Lake Chub,native
01FH,Couesius plumbeus,Lake Chub,native
201,Couesius plumbeus,Lake Chub,native
203,Couesius plumbeus,Lake Chub,native
209,Couesius plumbeus,Lake Chub,native
02AA,Couesius plumbeus,Lake Chub,native
02AB,Couesius plumbeus,Lake Chub,native
02AC,Couesius plumbeus,Lake Chub,native
02AD,Couesius plumbeus,Lake Chub,native
02AE,Couesius plumbeus,Lake Chub,native
02BA,Couesius plumbeus,Lake Chub,native
02BB,Couesius plumbeus,Lake Chub,native
02BC,Couesius plumbeus,Lake Chub,native
02BD,Couesius plumbeus,Lake Chub,native
02BE,Couesius plumbeus,Lake Chub,native
02BF,Couesius plumbeus,Lake Chub,native
02CA,Couesius plumbeus,Lake Chub,native
02CB,Couesius plumbeus,Lake Chub,native
02CC,Couesius plumbeus,Lake Chub,native
