value,count,prop,class,col
2,330972,84.29,Trees,darkgreen
1,41617,10.6,Water,blue
11,19841,5.05,Rangeland,green
4,160,0.04,Flooded vegetation,lightgreen
5,42,0.01,Crops,yellow
9,15,0,Snow/Ice,black
8,2,0,Bare ground,burlywood
