value,count,prop,class,col
4,176625,82.44,Flooded vegetation,lightgreen
11,18043,8.42,Rangeland,green
2,17000,7.93,Trees,darkgreen
1,2573,1.2,Water,blue
8,3,0,Bare ground,burlywood
9,3,0,Snow/Ice,black
