value,count,prop,class,col
5,86363,73.53,Crops,yellow
2,15263,13,Trees,darkgreen
7,13582,11.56,Built Area,red
1,962,0.82,Water,blue
11,766,0.65,Rangeland,green
8,513,0.44,Bare ground,burlywood
