value,count,prop,class,col
2,261868,42.72,Trees,darkgreen
11,235967,38.49,Rangeland,green
1,109307,17.83,Water,blue
4,5781,0.94,Flooded vegetation,lightgreen
8,49,0.01,Bare ground,burlywood
9,23,0,Snow/Ice,black
7,18,0,Built Area,red
