value,count,prop,class,col
2,374436,82.6,Trees,darkgreen
11,69366,15.3,Rangeland,green
1,9050,2,Water,blue
4,418,0.09,Flooded vegetation,lightgreen
7,15,0,Built Area,red
8,15,0,Bare ground,burlywood
